Image,Total Pixels,Tumor Area,Tumor Ratio (%),Tumor Type
IMG001101.jpeg,4205630,136983.0,3.26,Benign (Lành tính)
IMG001231.jpeg,3653980,3283.0,0.09,Benign (Lành tính)
IMG000149.jpeg,1033122,53101.5,5.14,Malignant (Ác tính)
IMG001234.jpeg,4164810,116915.5,2.81,Benign (Lành tính)
IMG001812.jpeg,1338368,4297.0,0.32,Benign (Lành tính)
IMG000802.jpeg,569769,13369.5,2.35,Malignant (Ác tính)
IMG000865.jpeg,5391684,4313.0,0.08,Benign (Lành tính)
IMG000894.jpeg,4080400,2520.0,0.06,Benign (Lành tính)
IMG001541.jpeg,2192070,32604.0,1.49,Malignant (Ác tính)
IMG001304.jpeg,2774720,6446.5,0.23,Benign (Lành tính)
IMG001627.jpeg,669196,79524.0,11.88,Benign (Lành tính)
IMG001761.jpeg,187904,8788.0,4.68,Malignant (Ác tính)
IMG001492.jpeg,3087136,12776.5,0.41,Benign (Lành tính)
IMG000964.jpeg,3040506,68872.5,2.27,Benign (Lành tính)
IMG001328.jpeg,2900310,6775.5,0.23,Benign (Lành tính)
IMG000038.jpeg,547242,12611.0,2.3,Malignant (Ác tính)
IMG001221.jpeg,3709656,230556.5,6.22,Benign (Lành tính)
IMG001292.jpeg,4464416,2098.5,0.05,Benign (Lành tính)
IMG000337.jpeg,3727264,1266.5,0.03,Benign (Lành tính)
IMG000780.jpeg,7232400,2776.0,0.04,Benign (Lành tính)
IMG001818.jpeg,1341440,9295.0,0.69,Benign (Lành tính)
IMG001411.jpeg,2560000,63460.0,2.48,Benign (Lành tính)
IMG001654.jpeg,1315840,2529.0,0.19,Benign (Lành tính)
IMG001163.jpeg,4729128,10939.0,0.23,Benign (Lành tính)
IMG000098.jpeg,546865,11679.0,2.14,Malignant (Ác tính)
IMG001365.jpeg,1127000,20851.0,1.85,Benign (Lành tính)
IMG001771.jpeg,1316864,78400.5,5.95,Benign (Lành tính)
IMG000118.jpeg,487411,13707.5,2.81,Malignant (Ác tính)
IMG001457.jpeg,6951936,36335.5,0.52,Benign (Lành tính)
IMG001558.jpeg,2532762,199602.5,7.88,Malignant (Ác tính)
IMG000704.jpeg,4909392,6055.5,0.12,Benign (Lành tính)
IMG000209.jpeg,3704610,146559.0,3.96,Malignant (Ác tính)
IMG000320.jpeg,3589404,799.5,0.02,Benign (Lành tính)
IMG001519.jpeg,9102189,14593.5,0.16,Benign (Lành tính)
IMG000007.jpeg,5172384,592043.5,11.45,Malignant (Ác tính)
IMG000864.jpeg,5569600,6321.0,0.11,Benign (Lành tính)
IMG000211.jpeg,2346624,13637.5,0.58,Benign (Lành tính)
IMG001659.jpeg,1131260,17149.5,1.52,Benign (Lành tính)
IMG000976.jpeg,1663811,177.5,0.01,Benign (Lành tính)
IMG001058.jpeg,3704610,5407.5,0.15,Benign (Lành tính)
IMG000598.jpeg,5914950,87158.5,1.47,Benign (Lành tính)
IMG001082.jpeg,3172848,50001.5,1.58,Benign (Lành tính)
IMG000250.jpeg,3726960,812.0,0.02,Benign (Lành tính)
IMG000994.jpeg,3703224,51715.0,1.4,Benign (Lành tính)
IMG000847.jpeg,3704610,17046.5,0.46,Benign (Lành tính)
IMG001701.jpeg,650845,33394.5,5.13,Malignant (Ác tính)
IMG001225.jpeg,8940100,20213.0,0.23,Benign (Lành tính)
IMG001025.jpeg,13371904,6604.0,0.05,Benign (Lành tính)
IMG000062.jpeg,368235,4146.0,1.13,Malignant (Ác tính)
IMG000035.jpeg,497965,36663.0,7.36,Malignant (Ác tính)
IMG000596.jpeg,7774464,2950.0,0.04,Benign (Lành tính)
IMG000934.jpeg,3674914,5659.0,0.15,Benign (Lành tính)
IMG001462.jpeg,1624228,116260.0,7.16,Benign (Lành tính)
IMG000148.jpeg,367428,25416.5,6.92,Malignant (Ác tính)
IMG001128.jpeg,8346321,52534.0,0.63,Benign (Lành tính)
IMG000150.jpeg,347010,39514.5,11.39,Malignant (Ác tính)
IMG001284.jpeg,4478310,20932.5,0.47,Benign (Lành tính)
IMG000889.jpeg,3271754,11745.0,0.36,Benign (Lành tính)
IMG001051.jpeg,3227584,55848.5,1.73,Benign (Lành tính)
IMG000693.jpeg,5113080,20315.0,0.4,Benign (Lành tính)
IMG000381.jpeg,881820,4718.0,0.54,Benign (Lành tính)
IMG000868.jpeg,1992092,2218.5,0.11,Benign (Lành tính)
IMG001668.jpeg,104496,975.5,0.93,Benign (Lành tính)
IMG000163.jpeg,418170,10880.5,2.6,Malignant (Ác tính)
IMG000453.jpeg,2577198,9063.0,0.35,Benign (Lành tính)
IMG000147.jpeg,429450,15783.0,3.68,Malignant (Ác tính)
IMG000520.jpeg,6929088,21983.5,0.32,Benign (Lành tính)
IMG001280.jpeg,4323270,185783.0,4.3,Benign (Lành tính)
IMG000936.jpeg,6764940,129303.0,1.91,Benign (Lành tính)
IMG000944.jpeg,4502884,20701.0,0.46,Benign (Lành tính)
IMG001586.jpeg,909898,12064.5,1.33,Benign (Lành tính)
IMG000538.jpeg,4288464,64406.0,1.5,Benign (Lành tính)
IMG000854.jpeg,3703224,2552.0,0.07,Benign (Lành tính)
IMG000215.jpeg,3909706,577909.0,14.78,Malignant (Ác tính)
IMG001273.jpeg,3703224,2598.0,0.07,Benign (Lành tính)
IMG001850.jpeg,710400,17309.0,2.44,Benign (Lành tính)
IMG000860.jpeg,4602990,3700.0,0.08,Benign (Lành tính)
IMG000244.jpeg,2742080,1442.5,0.05,Benign (Lành tính)
IMG001251.jpeg,1056198,3399.0,0.32,Benign (Lành tính)
IMG001526.jpeg,496671,32727.5,6.59,Malignant (Ác tính)
IMG001832.jpeg,261120,6223.0,2.38,Benign (Lành tính)
IMG001420.jpeg,2560000,62684.5,2.45,Malignant (Ác tính)
IMG000219.jpeg,4024800,167615.0,4.16,Malignant (Ác tính)
IMG000770.jpeg,632996,606.0,0.1,Benign (Lành tính)
IMG001637.jpeg,631536,15053.0,2.38,Benign (Lành tính)
IMG001142.jpeg,1968428,118475.5,6.02,Benign (Lành tính)
IMG000952.jpeg,3704610,2645.0,0.07,Benign (Lành tính)
IMG000510.jpeg,4330080,3411.0,0.08,Benign (Lành tính)
IMG000284.jpeg,5493600,2344.5,0.04,Benign (Lành tính)
IMG000279.jpeg,3105336,357.5,0.01,Benign (Lành tính)
IMG000177.jpeg,309342,8003.0,2.59,Malignant (Ác tính)
IMG000714.jpeg,7774464,9772.5,0.13,Benign (Lành tính)
IMG000774.jpeg,2409048,26232.5,1.09,Benign (Lành tính)
IMG001341.jpeg,3703224,1867.0,0.05,Benign (Lành tính)
IMG001333.jpeg,5392200,5840.0,0.11,Benign (Lành tính)
IMG000682.jpeg,746130,963.5,0.13,Benign (Lành tính)
IMG000457.jpeg,7774464,77187.0,0.99,Benign (Lành tính)
IMG001239.jpeg,3711050,187544.0,5.05,Benign (Lành tính)
IMG001107.jpeg,8065600,149637.5,1.86,Benign (Lành tính)
IMG000024.jpeg,7774464,497635.5,6.4,Malignant (Ác tính)
IMG000482.jpeg,3933318,5904.0,0.15,Benign (Lành tính)
IMG000759.jpeg,7774464,185901.0,2.39,Malignant (Ác tính)
IMG000767.jpeg,6223360,16998.5,0.27,Benign (Lành tính)
IMG000176.jpeg,257262,7149.5,2.78,Malignant (Ác tính)
IMG001129.jpeg,8288641,63269.0,0.76,Benign (Lành tính)
IMG000497.jpeg,8772000,225384.5,2.57,Malignant (Ác tính)
IMG000249.jpeg,4720494,646085.0,13.69,Malignant (Ác tính)
IMG000328.jpeg,7640640,28886.0,0.38,Benign (Lành tính)
IMG001072.jpeg,3714270,11481.5,0.31,Benign (Lành tính)
IMG000945.jpeg,2598544,22098.5,0.85,Benign (Lành tính)
IMG000838.jpeg,6592300,8301.0,0.13,Benign (Lành tính)
IMG001279.jpeg,3703224,3270.0,0.09,Benign (Lành tính)
IMG000471.jpeg,2541000,2082.0,0.08,Benign (Lành tính)
IMG000410.jpeg,3001064,2506.5,0.08,Benign (Lành tính)
IMG001261.jpeg,3042246,3073.5,0.1,Benign (Lành tính)
IMG000222.jpeg,4115133,125255.0,3.04,Benign (Lành tính)
IMG001557.jpeg,5094333,25164.0,0.49,Benign (Lành tính)
IMG000941.jpeg,1437184,30614.5,2.13,Benign (Lành tính)
IMG001716.jpeg,862208,24085.0,2.79,Benign (Lành tính)
IMG001150.jpeg,2137444,18281.5,0.86,Benign (Lành tính)
IMG001067.jpeg,2028000,1864.0,0.09,Benign (Lành tính)
IMG000489.jpeg,2813304,5782.5,0.21,Benign (Lành tính)
IMG000363.jpeg,5038671,16215.5,0.32,Benign (Lành tính)
IMG001287.jpeg,6776064,65760.5,0.97,Benign (Lành tính)
IMG001126.jpeg,2385424,7608.0,0.32,Benign (Lành tính)
IMG000563.jpeg,7774464,14103.5,0.18,Benign (Lành tính)
IMG001094.jpeg,3953280,78266.0,1.98,Benign (Lành tính)
IMG001617.jpeg,4015154,101530.5,2.53,Malignant (Ác tính)
IMG000513.jpeg,7492800,24800.5,0.33,Benign (Lành tính)
IMG001588.jpeg,675635,1624.5,0.24,Benign (Lành tính)
IMG000282.jpeg,4326150,8351.0,0.19,Benign (Lành tính)
IMG001089.jpeg,3922560,93445.0,2.38,Benign (Lành tính)
IMG001412.jpeg,2560000,60954.0,2.38,Benign (Lành tính)
IMG001521.jpeg,1897312,69641.0,3.67,Malignant (Ác tính)
IMG001091.jpeg,2558320,14194.0,0.55,Benign (Lành tính)
IMG000169.jpeg,468540,1175.5,0.25,Malignant (Ác tính)
IMG000376.jpeg,5423978,702314.5,12.95,Benign (Lành tính)
IMG001696.jpeg,860160,52337.0,6.08,Benign (Lành tính)
IMG000595.jpeg,5290840,803.5,0.02,Benign (Lành tính)
IMG000319.jpeg,4863328,3733.0,0.08,Benign (Lành tính)
IMG000618.jpeg,2935284,6460.0,0.22,Benign (Lành tính)
IMG000585.jpeg,7774464,2746.0,0.04,Benign (Lành tính)
IMG000253.jpeg,637518,2202.0,0.35,Benign (Lành tính)
IMG000708.jpeg,6985728,4204.0,0.06,Benign (Lành tính)
IMG001427.jpeg,1834053,8602.5,0.47,Benign (Lành tính)
IMG001676.jpeg,712704,14362.0,2.02,Benign (Lành tính)
IMG000522.jpeg,2973894,32495.5,1.09,Benign (Lành tính)
IMG000303.jpeg,6454448,7924.5,0.12,Benign (Lành tính)
IMG000182.jpeg,357390,20585.5,5.76,Malignant (Ác tính)
IMG000251.jpeg,5611212,13705.0,0.24,Benign (Lành tính)
IMG001105.jpeg,8702500,37348.5,0.43,Benign (Lành tính)
IMG000829.jpeg,515130,4182.5,0.81,Benign (Lành tính)
IMG001144.jpeg,4210704,407.5,0.01,Benign (Lành tính)
IMG001777.jpeg,1184400,2066.0,0.17,Benign (Lành tính)
IMG000762.jpeg,578550,254.5,0.04,Benign (Lành tính)
IMG000247.jpeg,7103976,669246.5,9.42,Malignant (Ác tính)
IMG001086.jpeg,4304830,9165.5,0.21,Benign (Lành tính)
IMG001189.jpeg,2346624,3760.5,0.16,Benign (Lành tính)
IMG000414.jpeg,2884719,735.5,0.03,Benign (Lành tính)
IMG000773.jpeg,2064230,1138.0,0.06,Benign (Lành tính)
IMG001074.jpeg,3104064,19361.0,0.62,Benign (Lành tính)
IMG001267.jpeg,2181697,9747.0,0.45,Benign (Lành tính)
IMG001512.jpeg,1518335,82868.5,5.46,Malignant (Ác tính)
IMG001423.jpeg,4194304,49731.5,1.19,Benign (Lành tính)
IMG000587.jpeg,4012640,60209.0,1.5,Benign (Lành tính)
IMG000852.jpeg,2285514,125.0,0.01,Benign (Lành tính)
IMG000047.jpeg,377454,5152.5,1.37,Malignant (Ác tính)
IMG000184.jpeg,390689,19983.0,5.11,Malignant (Ác tính)
IMG000043.jpeg,491656,4156.0,0.85,Malignant (Ác tính)
IMG000701.jpeg,6473600,6945.5,0.11,Benign (Lành tính)
IMG001567.jpeg,1053335,20548.0,1.95,Malignant (Ác tính)
IMG001226.jpeg,3730232,3160.5,0.08,Benign (Lành tính)
IMG000737.jpeg,4482300,7278.5,0.16,Benign (Lành tính)
IMG001623.jpeg,675831,14920.5,2.21,Benign (Lành tính)
IMG000248.jpeg,6484146,706098.0,10.89,Malignant (Ác tính)
IMG000230.jpeg,6557004,96560.0,1.47,Malignant (Ác tính)
IMG001217.jpeg,4075240,1878.5,0.05,Benign (Lành tính)
IMG000978.jpeg,4098598,59644.5,1.46,Benign (Lành tính)
IMG001047.jpeg,3707830,2974.5,0.08,Benign (Lành tính)
IMG001227.jpeg,3390016,721.0,0.02,Benign (Lành tính)
IMG001156.jpeg,8421604,55890.0,0.66,Benign (Lành tính)
IMG000089.jpeg,571083,49120.0,8.6,Malignant (Ác tính)
IMG000276.jpeg,3788890,6465.5,0.17,Benign (Lành tính)
IMG000661.jpeg,7886112,1406565.0,17.84,Benign (Lành tính)
IMG000571.jpeg,2544924,80720.5,3.17,Benign (Lành tính)
IMG000041.jpeg,496335,23559.5,4.75,Malignant (Ác tính)
IMG001456.jpeg,7280640,56885.5,0.78,Benign (Lành tính)
IMG000524.jpeg,6921600,6306.0,0.09,Benign (Lành tính)
IMG000975.jpeg,1657276,172.0,0.01,Benign (Lành tính)
IMG000411.jpeg,3626520,33549.5,0.93,Benign (Lành tính)
IMG000487.jpeg,1736512,2666.5,0.15,Benign (Lành tính)
IMG000055.jpeg,556240,14876.5,2.67,Malignant (Ác tính)
IMG000753.jpeg,5842664,2262.0,0.04,Benign (Lành tính)
IMG000681.jpeg,679679,453.0,0.07,Benign (Lành tính)
IMG001581.jpeg,1647597,40584.5,2.46,Malignant (Ác tính)
IMG000560.jpeg,7774464,159.0,0.0,Benign (Lành tính)
IMG001783.jpeg,801792,3131.5,0.39,Benign (Lành tính)
IMG000846.jpeg,3704610,22121.0,0.6,Benign (Lành tính)
IMG000077.jpeg,598660,6725.0,1.12,Malignant (Ác tính)
IMG001197.jpeg,3700008,502985.5,13.59,Benign (Lành tính)
IMG001791.jpeg,774144,9213.5,1.19,Benign (Lành tính)
IMG001145.jpeg,6728922,12854.5,0.19,Benign (Lành tính)
IMG001583.jpeg,6164480,79075.0,1.28,Benign (Lành tính)
IMG000152.jpeg,747742,57987.0,7.75,Malignant (Ác tính)
IMG000930.jpeg,5290000,8798.5,0.17,Benign (Lành tính)
IMG000688.jpeg,5338832,45068.0,0.84,Benign (Lành tính)
IMG000447.jpeg,3839924,1581.5,0.04,Benign (Lành tính)
IMG000256.jpeg,5667200,18663.5,0.33,Benign (Lành tính)
IMG001749.jpeg,1030144,6833.0,0.66,Benign (Lành tính)
IMG000009.jpeg,3085000,49333.5,1.6,Malignant (Ác tính)
IMG000532.jpeg,4222660,64063.0,1.52,Benign (Lành tính)
IMG000720.jpeg,5163496,26240.0,0.51,Benign (Lành tính)
IMG000646.jpeg,2777064,5549.5,0.2,Benign (Lành tính)
IMG001694.jpeg,529137,14541.5,2.75,Benign (Lành tính)
IMG001866.jpeg,590525,49610.0,8.4,Benign (Lành tính)
IMG001342.jpeg,3703224,8741.0,0.24,Benign (Lành tính)
IMG001516.jpeg,3297510,407318.0,12.35,Benign (Lành tính)
IMG001528.jpeg,10971360,731248.0,6.67,Benign (Lành tính)
IMG001206.jpeg,2558586,2187.0,0.09,Benign (Lành tính)
IMG001535.jpeg,1745568,32425.0,1.86,Malignant (Ác tính)
IMG001446.jpeg,14783040,233645.0,1.58,Benign (Lành tính)
IMG001847.jpeg,618936,37109.0,6.0,Benign (Lành tính)
IMG001254.jpeg,4257796,1157.0,0.03,Benign (Lành tính)
IMG000061.jpeg,376376,2869.0,0.76,Malignant (Ác tính)
IMG000443.jpeg,7759650,1949.0,0.03,Benign (Lành tính)
IMG001819.jpeg,1341440,10379.5,0.77,Benign (Lành tính)
IMG001176.jpeg,3703224,4391.5,0.12,Benign (Lành tính)
IMG001449.jpeg,11019470,91775.0,0.83,Benign (Lành tính)
IMG000479.jpeg,2525000,58487.5,2.32,Benign (Lành tính)
IMG000259.jpeg,951594,13420.5,1.41,Benign (Lành tính)
IMG001554.jpeg,5250480,155395.0,2.96,Malignant (Ác tính)
IMG000540.jpeg,8270745,12645.5,0.15,Benign (Lành tính)
IMG000223.jpeg,8003241,107269.0,1.34,Benign (Lành tính)
IMG000069.jpeg,452328,3171.0,0.7,Malignant (Ác tính)
IMG001616.jpeg,848170,27902.0,3.29,Benign (Lành tính)
IMG000346.jpeg,4394880,25387.5,0.58,Malignant (Ác tính)
IMG000623.jpeg,5571720,44842.5,0.8,Benign (Lành tính)
IMG001394.jpeg,7364830,36784.5,0.5,Benign (Lành tính)
IMG000710.jpeg,5364736,5498.0,0.1,Benign (Lành tính)
IMG000848.jpeg,3704610,1615.5,0.04,Benign (Lành tính)
IMG000612.jpeg,2370200,5715.5,0.24,Benign (Lành tính)
IMG000451.jpeg,4534285,10470.0,0.23,Benign (Lành tính)
IMG000093.jpeg,333245,20228.5,6.07,Malignant (Ác tính)
IMG001752.jpeg,646800,1314.5,0.2,Benign (Lành tính)
IMG000233.jpeg,3131802,145241.0,4.64,Malignant (Ác tính)
IMG001645.jpeg,621788,1692.0,0.27,Benign (Lành tính)
IMG000922.jpeg,2655744,370.0,0.01,Benign (Lành tính)
IMG000153.jpeg,459610,7431.0,1.62,Malignant (Ác tính)
IMG001358.jpeg,6774400,63466.0,0.94,Benign (Lành tính)
IMG001272.jpeg,2349312,1428.0,0.06,Benign (Lành tính)
IMG001459.jpeg,3539139,269669.0,7.62,Malignant (Ác tính)
IMG000841.jpeg,1218576,4831.5,0.4,Benign (Lành tính)
IMG001542.jpeg,1314156,24095.0,1.83,Malignant (Ác tính)
IMG001474.jpeg,2560000,119571.0,4.67,Malignant (Ác tính)
IMG000828.jpeg,698019,5430.5,0.78,Malignant (Ác tính)
IMG001111.jpeg,4385016,1537.0,0.04,Benign (Lành tính)
IMG000203.jpeg,482202,4616.5,0.96,Malignant (Ác tính)
IMG001461.jpeg,5549136,76958.0,1.39,Benign (Lành tính)
IMG001465.jpeg,5290936,357642.0,6.76,Benign (Lành tính)
IMG000955.jpeg,5253264,5362.5,0.1,Benign (Lành tính)
IMG000901.jpeg,2815296,752.0,0.03,Benign (Lành tính)
IMG001553.jpeg,4797024,180677.0,3.77,Malignant (Ác tính)
IMG001203.jpeg,4112768,49020.0,1.19,Benign (Lành tính)
IMG000555.jpeg,7774464,4979.5,0.06,Malignant (Ác tính)
IMG001436.jpeg,2106706,129167.5,6.13,Benign (Lành tính)
IMG001826.jpeg,900096,11041.5,1.23,Benign (Lành tính)
IMG000490.jpeg,4654832,2290.5,0.05,Benign (Lành tính)
IMG001563.jpeg,379671,39848.5,10.5,Benign (Lành tính)
IMG001590.jpeg,5363840,700124.0,13.05,Benign (Lành tính)
IMG000404.jpeg,9542400,955396.5,10.01,Benign (Lành tính)
IMG000786.jpeg,642115,37879.0,5.9,Benign (Lành tính)
IMG001537.jpeg,1595980,50600.0,3.17,Benign (Lành tính)
IMG001862.jpeg,1206272,40089.5,3.32,Benign (Lành tính)
IMG001097.jpeg,2422400,9804.5,0.4,Benign (Lành tính)
IMG001246.jpeg,3627748,219571.5,6.05,Benign (Lành tính)
IMG001380.jpeg,2570400,137427.0,5.35,Benign (Lành tính)
IMG000594.jpeg,2915555,10983.5,0.38,Benign (Lành tính)
IMG000469.jpeg,3741696,45308.5,1.21,Benign (Lành tính)
IMG000037.jpeg,591379,8165.0,1.38,Malignant (Ác tính)
IMG000629.jpeg,3185584,6771.0,0.21,Benign (Lành tính)
IMG000186.jpeg,477696,34135.0,7.15,Malignant (Ác tính)
IMG000723.jpeg,5180160,5245.0,0.1,Benign (Lành tính)
IMG000867.jpeg,3281322,1725.0,0.05,Benign (Lành tính)
IMG001745.jpeg,773120,11410.5,1.48,Benign (Lành tính)
IMG001185.jpeg,5352480,2591.0,0.05,Benign (Lành tính)
IMG001552.jpeg,5046480,134933.5,2.67,Malignant (Ác tính)
IMG001478.jpeg,2694612,380307.5,14.11,Benign (Lành tính)
IMG000991.jpeg,3680194,11628.0,0.32,Benign (Lành tính)
IMG000954.jpeg,5290000,2663.5,0.05,Benign (Lành tính)
IMG001332.jpeg,2075567,6691.0,0.32,Benign (Lành tính)
IMG000897.jpeg,2608029,5508.5,0.21,Benign (Lành tính)
IMG000112.jpeg,491244,1817.5,0.37,Malignant (Ác tính)
IMG000875.jpeg,1849344,642.5,0.03,Benign (Lành tính)
IMG001169.jpeg,3705988,1958.5,0.05,Benign (Lành tính)
IMG001443.jpeg,698796,27218.0,3.89,Benign (Lành tính)
IMG001639.jpeg,713385,9388.5,1.32,Benign (Lành tính)
IMG001730.jpeg,836635,1787.5,0.21,Benign (Lành tính)
IMG001374.jpeg,234630,957.0,0.41,Benign (Lành tính)
IMG001340.jpeg,3796752,4041.5,0.11,Benign (Lành tính)
IMG000330.jpeg,2006442,25940.0,1.29,Benign (Lành tính)
IMG000315.jpeg,3601035,42890.0,1.19,Benign (Lành tính)
IMG001448.jpeg,538038,3882.0,0.72,Benign (Lành tính)
IMG000879.jpeg,3808188,25347.5,0.67,Benign (Lành tính)
IMG001529.jpeg,2482927,537544.5,21.65,Benign (Lành tính)
IMG001396.jpeg,276330,16779.5,6.07,Malignant (Ác tính)
IMG001220.jpeg,6593406,695419.5,10.55,Benign (Lành tính)
IMG001081.jpeg,3454880,46285.0,1.34,Benign (Lành tính)
IMG001743.jpeg,118938,538.0,0.45,Benign (Lành tính)
IMG001602.jpeg,423150,9164.0,2.17,Benign (Lành tính)
IMG001120.jpeg,8678916,64004.0,0.74,Benign (Lành tính)
IMG000553.jpeg,7774464,64859.5,0.83,Benign (Lành tính)
IMG000338.jpeg,5099136,3000.5,0.06,Benign (Lành tính)
IMG000498.jpeg,7774464,44875.0,0.58,Benign (Lành tính)
IMG000793.jpeg,436590,11157.0,2.56,Benign (Lành tính)
IMG000783.jpeg,553410,354.5,0.06,Benign (Lành tính)
IMG001802.jpeg,345092,6819.5,1.98,Benign (Lành tính)
IMG000467.jpeg,4940497,33333.0,0.67,Benign (Lành tính)
IMG000195.jpeg,418966,3855.5,0.92,Malignant (Ác tính)
IMG000025.jpeg,7774464,272260.5,3.5,Malignant (Ác tính)
IMG001110.jpeg,3711888,32635.0,0.88,Benign (Lành tính)
IMG001361.jpeg,4485492,44994.5,1.0,Benign (Lành tính)
IMG001477.jpeg,2671550,355859.0,13.32,Benign (Lành tính)
IMG001338.jpeg,2977856,608.0,0.02,Benign (Lành tính)
IMG000849.jpeg,1851622,1331.5,0.07,Benign (Lành tính)
IMG000125.jpeg,522415,11930.0,2.28,Malignant (Ác tính)
IMG000781.jpeg,603680,19871.0,3.29,Malignant (Ác tính)
IMG000214.jpeg,3704610,680120.0,18.36,Malignant (Ác tính)
IMG000569.jpeg,3646089,59348.5,1.63,Benign (Lành tính)
IMG000092.jpeg,413004,16485.0,3.99,Malignant (Ác tính)
IMG001450.jpeg,13897600,252031.0,1.81,Benign (Lành tính)
IMG000641.jpeg,4487094,2056.5,0.05,Benign (Lành tính)
IMG000438.jpeg,4475232,14462.0,0.32,Malignant (Ác tính)
IMG000458.jpeg,7774464,153282.0,1.97,Benign (Lành tính)
IMG001059.jpeg,6781310,4481.0,0.07,Benign (Lành tính)
IMG000698.jpeg,8479104,13688.5,0.16,Benign (Lành tính)
IMG001560.jpeg,9980928,1300904.0,13.03,Malignant (Ác tính)
IMG000018.jpeg,6524560,399693.0,6.13,Malignant (Ác tính)
IMG001825.jpeg,902144,9090.0,1.01,Benign (Lành tính)
IMG001525.jpeg,668229,34772.0,5.2,Malignant (Ác tính)
IMG001821.jpeg,923648,32671.5,3.54,Benign (Lành tính)
IMG001839.jpeg,353152,10992.0,3.11,Benign (Lành tính)
IMG001023.jpeg,3707830,3341.0,0.09,Benign (Lành tính)
IMG000309.jpeg,3409696,4227.5,0.12,Benign (Lành tính)
IMG000476.jpeg,3968986,112674.5,2.84,Benign (Lành tính)
IMG001040.jpeg,3482430,45831.0,1.32,Benign (Lành tính)
IMG001546.jpeg,1459376,71759.5,4.92,Malignant (Ác tính)
IMG000389.jpeg,1562500,1270.5,0.08,Benign (Lành tính)
IMG000212.jpeg,8797156,39032.0,0.44,Malignant (Ác tính)
IMG000982.jpeg,8797156,12765.5,0.15,Benign (Lành tính)
IMG000340.jpeg,4729920,2532.5,0.05,Benign (Lành tính)
IMG001661.jpeg,316776,12943.5,4.09,Benign (Lành tính)
IMG000423.jpeg,7115904,11232.0,0.16,Benign (Lành tính)
IMG001809.jpeg,521424,3370.0,0.65,Benign (Lành tính)
IMG000028.jpeg,7774464,262391.0,3.38,Malignant (Ác tính)
IMG001767.jpeg,436077,12726.5,2.92,Benign (Lành tính)
IMG001131.jpeg,3125416,319630.5,10.23,Benign (Lành tính)
IMG001702.jpeg,1314816,139161.0,10.58,Benign (Lành tính)
IMG001615.jpeg,1286418,83048.0,6.46,Benign (Lành tính)
IMG000541.jpeg,7875888,15128.0,0.19,Benign (Lành tính)
IMG000470.jpeg,2310210,1381.0,0.06,Benign (Lành tính)
IMG001422.jpeg,4194304,18757.5,0.45,Benign (Lành tính)
IMG000999.jpeg,3300330,55107.0,1.67,Benign (Lành tính)
IMG000367.jpeg,3040512,4124.5,0.14,Benign (Lành tính)
IMG000580.jpeg,6188928,28291.5,0.46,Benign (Lành tính)
IMG001614.jpeg,671725,39427.5,5.87,Benign (Lành tính)
IMG000853.jpeg,3703224,2432.0,0.07,Benign (Lành tính)
IMG000607.jpeg,4283184,354611.0,8.28,Benign (Lành tính)
IMG000722.jpeg,5695136,73323.5,1.29,Benign (Lành tính)
IMG000157.jpeg,437630,10310.5,2.36,Malignant (Ác tính)
IMG001549.jpeg,1952338,35137.0,1.8,Benign (Lành tính)
IMG000304.jpeg,7797504,6600.5,0.08,Benign (Lành tính)
IMG000325.jpeg,1561230,778.0,0.05,Benign (Lành tính)
IMG000806.jpeg,598300,30095.0,5.03,Benign (Lành tính)
IMG000581.jpeg,6188928,72720.0,1.18,Benign (Lành tính)
IMG001369.jpeg,949533,25132.0,2.65,Benign (Lành tính)
IMG000072.jpeg,444428,11749.5,2.64,Malignant (Ác tính)
IMG001421.jpeg,580920,7294.5,1.26,Benign (Lành tính)
IMG001146.jpeg,8340544,19311.5,0.23,Benign (Lành tính)
IMG000886.jpeg,3726726,5684.0,0.15,Benign (Lành tính)
IMG000614.jpeg,6113744,43403.0,0.71,Benign (Lành tính)
IMG001686.jpeg,908288,64521.5,7.1,Benign (Lành tính)
IMG000412.jpeg,4879990,45167.5,0.93,Benign (Lành tính)
IMG001458.jpeg,2698542,195072.5,7.23,Malignant (Ác tính)
IMG000980.jpeg,3060834,5077.5,0.17,Benign (Lành tính)
IMG000881.jpeg,3700008,6304.0,0.17,Benign (Lành tính)
IMG001683.jpeg,652112,10604.5,1.63,Malignant (Ác tính)
IMG000087.jpeg,436046,31986.0,7.34,Malignant (Ác tính)
IMG001597.jpeg,1385370,70178.5,5.07,Benign (Lành tính)
IMG001550.jpeg,1548857,40082.0,2.59,Benign (Lành tính)
IMG000146.jpeg,401136,18161.0,4.53,Malignant (Ác tính)
IMG000105.jpeg,455906,18958.5,4.16,Malignant (Ác tính)
IMG000082.jpeg,480624,15032.0,3.13,Malignant (Ác tính)
IMG000377.jpeg,6241704,1799.0,0.03,Benign (Lành tính)
IMG001306.jpeg,3634624,352542.0,9.7,Benign (Lành tính)
IMG000246.jpeg,3246031,14922.5,0.46,Benign (Lành tính)
IMG000862.jpeg,6770820,121225.5,1.79,Benign (Lành tính)
IMG000559.jpeg,7774464,201.5,0.0,Benign (Lành tính)
IMG000588.jpeg,5271360,39446.0,0.75,Benign (Lành tính)
IMG000694.jpeg,7415808,18796.5,0.25,Benign (Lành tính)
